wavelength_nm,intensity_normalized
197.20829732065687,98.94612096431437
197.20829732065687,97.90334853884737
197.20829732065687,24.436376611064397
197.20829732065687,23.924030963795758
197.20829732065687,6.099244926651677
197.20829732065687,5.971365018777756
197.20829732065687,1.5063091369144002
197.20829732065687,1.4904344607078421
197.20829732065687,0.36420817795965493
197.20829732065687,0.3720078867528621
197.2601555747623,100.0
197.2601555747623,1.5223528949231486
197.98617113223855,6.099244926651677
197.98617113223855,5.971365018777756
197.98617113223855,24.436376611064397
197.98617113223855,97.90334853884737
197.98617113223855,0.36420817795965493
197.98617113223855,0.3720078867528621
197.98617113223855,1.4904344607078421
197.98617113223855,1.5223528949231486
197.98617113223855,23.924030963795758
198.038029386344,6.164208224849374
198.038029386344,24.69664942183793
198.038029386344,96.8715656733622
198.038029386344,23.671900616977382
198.038029386344,1.4747270843858085
198.038029386344,1.5385675356310287
198.038029386344,5.9084340547005905
198.038029386344,0.3759701574223707
198.038029386344,0.3603698643258859
198.038029386344,0.33108434824742483
198.038029386344,100.0
198.08988764044943,98.94612096431437
198.08988764044943,0.3275951197108088
198.14174589455487,0.3275951197108088
198.14174589455487,0.3603698643258859
198.19360414866034,0.36420817795965493
204.05358686257563,0.36420817795965493
204.10544511668107,0.3603698643258859
204.10544511668107,0.33108434824742483
204.1573033707865,0.3275951197108088
204.20916162489198,0.3275951197108088
204.20916162489198,0.3603698643258859
204.26101987899742,0.36420817795965493
210.1210025929127,0.36420817795965493
210.17286084701814,0.3603698643258859
210.17286084701814,0.33108434824742483
210.22471910112358,0.3275951197108088
210.27657735522905,0.3275951197108088
210.27657735522905,0.3603698643258859
210.3284356093345,0.36420817795965493
216.18841832324978,0.36420817795965493
216.24027657735522,0.3603698643258859
216.24027657735522,0.33108434824742483
216.2921348314607,0.3275951197108088
216.34399308556613,0.33108434824742483
216.34399308556613,0.3603698643258859
216.39585133967157,0.36420817795965493
222.25583405358685,0.36420817795965493
222.30769230769232,0.3603698643258859
222.30769230769232,0.33108434824742483
222.35955056179776,0.3275951197108088
222.4114088159032,0.33108434824742483
222.4114088159032,0.3603698643258859
222.46326707000864,0.36420817795965493
228.42696629213484,0.36420817795965493
228.47882454624028,0.3603698643258859
228.47882454624028,0.33108434824742483
228.53068280034572,0.3275951197108088
228.58254105445116,0.33108434824742483
228.58254105445116,0.3603698643258859
228.63439930855662,0.36420817795965493
234.4943820224719,0.36420817795965493
234.54624027657735,0.3603698643258859
234.54624027657735,0.33108434824742483
234.5980985306828,0.3275951197108088
234.64995678478823,0.33108434824742483
234.64995678478823,0.3603698643258859
234.7018150388937,0.36420817795965493
240.56179775280899,0.36420817795965493
240.61365600691443,0.3603698643258859
240.61365600691443,0.33108434824742483
240.6655142610199,0.3275951197108088
240.71737251512533,0.33108434824742483
240.71737251512533,0.3603698643258859
240.76923076923077,0.36420817795965493
246.62921348314606,0.36420817795965493
246.6810717372515,0.3603698643258859
246.6810717372515,0.3275951197108088
246.73292999135697,0.3275951197108088
246.7847882454624,0.33108434824742483
246.7847882454624,0.3603698643258859
246.83664649956785,0.36420817795965493
249.84442523768365,0.3759701574223707
249.84442523768365,98.94612096431437
249.84442523768365,0.36420817795965493
249.89628349178912,0.36808737362327654
249.89628349178912,0.3720078867528621
